target_point;heading;velocity;acceleration;stay_point
no;-1.62473;-0.09891;0.002187;no
no;-4.78348;0.130348;0.001933;no
no;-3.22513;-1.81144;-0.316194;yes
no;-3.42368;-1.74594;-0.319688;no
no;-2.93161;-1.77785;-0.288433;no
yes;-6.47574;1.78418;0.31967;no
no;-0.669363;1.42553;0.290677;no
no;-1.79006;-0.395394;0.00597;no
no;-4.96613;0.456311;0.005061;no
no;-3.21888;-1.75312;-0.39709;yes
no;-3.4212;-1.69008;-0.401578;no
no;-2.92041;-1.71554;-0.361114;no
yes;-6.46958;1.72791;0.40155;no
no;-0.671633;1.37647;0.364071;no
no;-1.78596;-0.375416;0.007471;no
no;-4.96152;0.433544;0.006184;no
no;-3.2497;-1.79723;-0.307346;yes
no;-3.57281;-1.6423;-0.319731;no
no;-3.06508;-1.8025;-0.285769;no
yes;-6.63085;1.69963;0.319709;no
no;-0.839572;1.20721;0.288238;no
no;-1.94259;-0.656738;0.00591;no
no;-5.11792;0.713184;0.004887;no
no;-3.24983;-1.82828;-0.303541;yes
no;-3.61036;-1.64066;-0.319764;no
no;-3.0953;-1.83707;-0.284332;no
yes;-6.67313;1.70099;0.319738;no
no;-0.888349;1.15988;0.287021;no
no;-1.98204;-0.735163;0.006115;no
no;-5.1583;0.793136;0.004976;no
no;-3.18118;-1.73855;-0.311612;yes
no;-3.45325;-1.6561;-0.319709;no
no;-2.93347;-1.70237;-0.284254;no
yes;-6.50873;1.69585;0.319697;no
no;-0.736634;1.28882;0.285652;no
no;-1.83023;-0.446344;0.003079;no
no;-4.98931;0.475688;0.002518;no
no;-3.15894;-1.73007;-0.387931;yes
no;-3.46781;-1.63908;-0.40162;no
no;-2.93522;-1.69362;-0.354875;no
yes;-6.5209;1.68168;0.401594;no
no;-0.75298;1.26255;0.358358;no
no;-1.83498;-0.45182;0.007441;no
no;-5.0104;0.508056;0.006158;no
no;-3.1343;-1.73418;-0.389717;yes
no;-3.42768;-1.66373;-0.401584;no
no;-2.8869;-1.67828;-0.3537;no
yes;-6.47649;1.70192;0.401552;no
no;-0.716455;1.30784;0.35733;no
no;-1.79285;-0.381926;0.007438;no
no;-4.9679;0.438305;0.006012;no
no;-3.10722;-1.74252;-0.391785;yes
no;-3.38178;-1.6935;-0.401525;no
no;-2.83268;-1.66102;-0.352699;no
yes;-6.42451;1.72617;0.401493;no
no;-0.672557;1.36386;0.356386;no
no;-1.74412;-0.300683;0.007328;no
no;-4.91862;0.357025;0.005899;no
no;-3.06092;-1.7364;-0.393686;yes
no;-3.31791;-1.71506;-0.401431;no
no;-2.75957;-1.61648;-0.351804;no
yes;-6.35162;1.73799;0.401401;no
no;-0.608208;1.42967;0.355612;no
no;-1.67552;-0.182093;0.007374;no
no;-4.85023;0.239377;0.005943;no
no;-3.09095;-1.70927;-0.394338;yes
no;-3.34077;-1.67763;-0.401409;no
no;-2.77804;-1.5996;-0.351144;no
yes;-6.37314;1.70454;0.401393;no
no;-0.643573;1.3691;0.353047;no
no;-1.70695;-0.232306;0.003521;no
no;-4.8643;0.258995;0.002813;no
no;-3.10841;-1.72136;-0.39287;yes
no;-3.37827;-1.67429;-0.401363;no
no;-2.8012;-1.62349;-0.348713;no
yes;-6.40536;1.70947;0.40132;no
no;-0.679593;1.33966;0.352936;no
no;-1.73253;-0.277335;0.007488;no
no;-4.9071;0.333246;0.005772;no
no;-3.17022;-1.78003;-0.468993;yes
no;-3.45783;-1.69246;-0.481271;no
no;-2.87328;-1.71704;-0.41593;no
yes;-6.48756;1.7437;0.48121;no
no;-0.768971;1.2797;0.421236;no
no;-1.81354;-0.428032;0.009008;no
no;-4.98788;0.484396;0.006775;no
no;-3.11242;-1.78837;-0.469524;yes
no;-3.39832;-1.73049;-0.481186;no
no;-2.80498;-1.68872;-0.414545;no
yes;-6.42159;1.77202;0.481116;no
no;-0.711475;1.35508;0.420026;no
no;-1.75094;-0.320561;0.008989;no
no;-4.92485;0.377267;0.006587;no
no;-3.14333;-1.82484;-0.621299;yes
no;-3.4427;-1.74274;-0.638959;no
no;-2.84154;-1.74331;-0.547572;no
yes;-6.46737;1.79398;0.638852;no
no;-0.765035;1.31637;0.555096;no
no;-1.79639;-0.408186;0.011824;no
no;-4.9696;0.464219;0.008414;no
no;-3.05956;-1.78313;-0.624001;yes
no;-3.34536;-1.75214;-0.63878;no
no;-2.73917;-1.64623;-0.547462;no
yes;-6.36202;1.7836;0.638722;no
no;-0.674316;1.39757;0.551456;no
no;-1.70335;-0.236462;0.006068;no
no;-4.86109;0.265063;0.004265;no
no;-2.98882;-1.75846;-0.625627;yes
no;-3.26941;-1.76467;-0.638509;no
no;-2.65292;-1.57094;-0.546211;no
yes;-6.27233;1.77908;0.638414;no
no;-0.595617;1.47281;0.550222;no
no;-1.6213;-0.089811;0.00579;no
no;-4.77747;0.115705;0.00354;no
no;-2.95179;-1.72533;-0.626055;yes
no;-3.2369;-1.74891;-0.638153;no
no;-2.60286;-1.50804;-0.542899;no
yes;-6.22311;1.75371;0.637983;no
no;-0.55238;1.4956;0.551207;no
no;-1.57163;-0.001457;0.011841;no
no;-4.74349;0.054627;0.00753;no
no;-2.94259;-1.70097;-0.626439;yes
no;-3.22897;-1.7286;-0.637944;no
no;-2.58999;-1.47786;-0.542646;no
yes;-6.208;1.73032;0.637828;no
no;-0.553309;1.47631;0.546917;no
no;-1.56896;0.003192;0.005792;no
no;-4.72478;0.021507;0.003317;no
no;-2.95357;-1.71309;-0.706489;yes
no;-3.24616;-1.73429;-0.719398;no
no;-2.59645;-1.49106;-0.609876;no
yes;-6.21523;1.73979;0.719232;no
no;-0.570143;1.46799;0.615334;no
no;-1.58051;-0.016939;0.007168;no
no;-4.73739;0.04359;0.003868;no
no;-3.0569;-1.77605;-0.70378;yes
no;-3.36591;-1.73779;-0.719462;no
no;-2.7088;-1.6181;-0.606591;no
yes;-6.33691;1.77987;0.719287;no
no;-0.700076;1.3632;0.611857;no
no;-1.70202;-0.233232;0.006652;no
no;-4.85747;0.257698;0.003354;no
no;-3.01202;-1.8175;-0.623757;yes
no;-3.32722;-1.80138;-0.637442;no
no;-2.66049;-1.6248;-0.536278;no
yes;-6.28669;1.83285;0.637252;no
no;-0.658413;1.44973;0.541489;no
no;-1.65694;-0.157704;0.006432;no
no;-4.81336;0.184754;0.003055;no
no;-2.98794;-1.86211;-0.623188;yes
no;-3.31124;-1.85726;-0.637199;no
no;-2.63651;-1.64902;-0.534935;no
yes;-6.26196;1.88389;0.636973;no
no;-0.64254;1.50853;0.540028;no
no;-1.63734;-0.125293;0.00609;no
no;-4.79234;0.150498;0.002493;no
no;-2.92378;-1.86554;-0.703635;yes
no;-3.25193;-1.89907;-0.718238;no
no;-2.56633;-1.60316;-0.602548;no
yes;-6.18555;1.90159;0.717959;no
no;-0.575987;1.60241;0.608719;no
no;-1.56892;0.003581;0.007283;no
no;-4.72471;0.023548;0.002968;no
no;-2.8788;-1.85861;-0.704206;yes
no;-3.21216;-1.91989;-0.717567;no
no;-2.51603;-1.56021;-0.601841;no
yes;-6.1276;1.90143;0.717209;no
no;-0.529177;1.66143;0.608051;no
no;-1.52062;0.096523;0.007116;no
no;-4.67526;-0.071448;0.002299;no
no;-2.84054;-1.86323;-0.783336;yes
no;-3.17837;-1.94965;-0.796062;no
no;-2.47056;-1.52797;-0.668143;no
yes;-6.07226;1.90774;0.795637;no
no;-0.484178;1.72672;0.675588;no
no;-1.4753;0.186023;0.008477;no
no;-4.63101;-0.158599;0.002841;no
no;-5.70182;1.61894;0.718317;yes
no;-3.15462;-1.93703;-0.794856;no
no;-2.43453;-1.4728;-0.667935;no
yes;-6.02491;1.87295;0.794394;no
no;-0.449812;1.7445;0.675068;no
no;-1.44037;0.25195;0.007969;no
no;-4.59481;-0.227244;0.002338;no
no;-2.65934;-1.68836;-0.748945;yes
no;-3.17059;-1.9049;-0.793522;no
no;-2.43678;-1.45163;-0.667156;no
yes;-6.01678;1.83847;0.792999;no
no;-0.453916;1.71272;0.675023;no
no;-1.44348;0.241967;0.008679;no
no;-4.59899;-0.215643;0.00248;no
no;-2.5352;-1.54278;-0.676389;yes
no;-3.25513;-1.86544;-0.792664;no
no;-2.51069;-1.5161;-0.665627;no
yes;-6.08681;1.84145;0.792102;no
no;-0.535463;1.61474;0.673196;no
no;-1.52148;0.092556;0.008154;no
no;-4.67568;-0.068898;0.001961;no
no;-2.60804;-1.61345;-0.722142;yes
no;-3.22574;-1.86729;-0.790748;no
no;-2.46696;-1.46341;-0.665913;no
yes;-6.02773;1.81311;0.790169;no
no;-0.489198;1.65413;0.67402;no
no;-1.47643;0.17657;0.008696;no
no;-4.63163;-0.151165;0.002218;no
no;-2.64761;-1.68177;-0.751243;yes
no;-3.18907;-1.90798;-0.788485;no
no;-2.41806;-1.43159;-0.667654;no
yes;-5.95848;1.81031;0.787806;no
no;-0.432925;1.7339;0.675524;no
no;-1.42404;0.279321;0.008366;no
no;-4.57807;-0.255792;0.001611;no
no;-2.66032;-1.71652;-0.767346;yes
no;-3.15806;-1.93622;-0.785571;no
no;-2.37262;-1.39161;-0.66964;no
yes;-5.89042;1.78903;0.784953;no
no;-0.3776;1.80006;0.677848;no
no;-1.37358;0.379428;0.008791;no
no;-4.52867;-0.353767;0.002032;no
no;-2.68348;-1.7075;-0.76995;yes
no;-3.1864;-1.9019;-0.782789;no
no;-2.38693;-1.38693;-0.670756;no
yes;-5.88493;1.75482;0.781998;no
no;-0.386901;1.76309;0.678905;no
no;-1.38559;0.350594;0.008607;no
no;-4.53952;-0.327476;0.00129;no
no;-2.65413;-1.72081;-0.785001;yes
no;-3.10529;-1.94638;-0.778059;no
no;-2.28889;-1.28146;-0.674561;no
yes;-5.75353;1.6808;0.777374;no
no;-0.270541;1.87682;0.682975;no
no;-1.27831;0.561577;0.009025;no
no;-4.43328;-0.536577;0.001704;no
no;-2.65741;-1.69032;-0.711638;yes
no;-3.09572;-1.90784;-0.696095;no
no;-2.26208;-1.21759;-0.609812;no
yes;-5.69659;1.59058;0.695449;no
no;-0.231348;1.85897;0.617063;no
no;-1.24548;0.610403;0.007766;no
no;-4.39947;-0.587932;0.00118;no
no;-2.68535;-1.71998;-0.719772;yes
no;-3.06609;-1.91049;-0.689292;no
no;-2.20343;-1.13284;-0.611524;no
yes;-5.59899;1.48472;0.688344;no
no;-6.42662;1.89627;0.626171;no
no;-1.17079;0.746113;0.016131;no
no;-4.33872;-0.69938;0.002884;no
no;-2.73276;-1.68958;-0.717448;yes
no;-3.16203;-1.84095;-0.686045;no
no;-2.29413;-1.21875;-0.61515;no
yes;-5.66723;1.50294;0.685468;no
no;-6.51806;1.79077;0.622452;no
no;-1.26337;0.557202;0.007905;no
no;-4.41739;-0.53535;0.001067;no
no;-2.71704;-1.69665;-0.720397;yes
no;-3.13018;-1.86183;-0.679089;no
no;-2.24329;-1.15988;-0.619121;no
yes;-5.57772;1.41752;0.678832;no
no;-6.44481;1.83768;0.626731;no
no;-1.20123;0.672557;0.008412;no
no;-4.35665;-0.648488;0.00157;no
no;-2.73648;-1.74476;-0.721652;yes
no;-3.14111;-1.89842;-0.672202;no
no;-2.23967;-1.17722;-0.623725;no
yes;-5.53404;1.39016;0.671803;no
no;-6.41678;1.88151;0.630949;no
no;-1.18552;0.713455;0.0081;no
no;-4.33973;-0.691207;0.001008;no
no;-2.73964;-1.72951;-0.639986;yes
no;-3.13764;-1.87928;-0.588362;no
no;-2.21676;-1.13128;-0.55654;no
yes;-5.4707;1.29238;0.588458;no
no;-6.37027;1.87217;0.563028;no
no;-1.15074;0.7664;0.007451;no
no;-4.30614;-0.74263;0.001388;no
no;-2.77362;-1.74995;-0.639533;yes
no;-3.1688;-1.87481;-0.580838;no
no;-2.23224;-1.15203;-0.560668;no
yes;-5.44399;1.25295;0.580924;no
no;-6.36014;1.86995;0.566755;no
no;-1.15351;0.760105;0.007123;no
no;-4.30789;-0.738112;0.001063;no
no;-2.83252;-1.73321;-0.638936;yes
no;-3.23644;-1.81124;-0.573026;no
no;-2.28107;-1.18634;-0.563543;no
yes;-5.45698;1.23297;0.57362;no
no;-6.38894;1.80925;0.569883;no
no;-1.19225;0.672396;0.007565;no
no;-4.34802;-0.648377;0.001502;no
no;-2.86181;-1.76676;-0.635828;yes
no;-3.24749;-1.82794;-0.561677;no
no;-2.2646;-1.17549;-0.566795;no
yes;-5.39467;1.15913;0.563332;no
no;-6.33085;1.83616;0.578579;no
no;-1.15372;0.74465;0.014753;no
no;-4.32274;-0.698286;0.002797;no
no;-2.86503;-1.75078;-0.478375;yes
no;-3.2672;-1.8056;-0.417129;no
no;-2.27851;-1.18313;-0.431057;no
yes;-5.36298;1.10226;0.418043;no
no;-6.32643;1.81824;0.435584;no
no;-1.15968;0.727309;0.005746;no
no;-4.31564;-0.70326;0.00118;no
no;-2.94759;-1.53259;-0.477887;yes
no;-3.37276;-1.52034;-0.409441;no
no;-2.35481;-1.10289;-0.431433;no
yes;-5.40658;0.999232;0.410416;no
no;-6.40026;1.5512;0.435732;no
no;-1.23505;0.5146;0.005351;no
no;-4.38973;-0.49526;0.000956;no
no;-2.8809;-1.43153;-0.475047;yes
no;-3.30719;-1.46132;-0.398818;no
no;-2.26078;-0.943061;-0.433982;no
yes;-5.26337;0.775651;0.400742;no
no;-6.28136;1.48158;0.438346;no
no;-1.12858;0.634035;0.00556;no
no;-4.28482;-0.614347;0.001502;no
no;-2.89807;-1.46809;-0.394041;yes
no;-3.32829;-1.48643;-0.324934;no
no;-2.26588;-0.968819;-0.364923;no
yes;-5.21683;0.73113;0.32636;no
no;-6.25283;1.51203;0.368281;no
no;-1.11693;0.663238;0.004426;no
no;-4.27178;-0.645158;0.000903;no
no;-2.84988;-1.56174;-0.390192;yes
no;-3.27535;-1.61606;-0.315484;no
no;-2.1983;-0.957384;-0.368907;no
yes;-5.08902;0.599732;0.317707;no
no;-6.13595;1.61298;0.372202;no
no;-1.02447;0.8472;0.00468;no
no;-4.18092;-0.8264;0.001295;no
no;-2.90532;-1.59621;-0.308756;yes
no;-3.3396;-1.60975;-0.244716;no
no;-2.2503;-1.03173;-0.296074;no
yes;-5.08928;0.604243;0.24644;no
no;-6.15126;1.62756;0.298319;no
no;-1.05817;0.805259;0.003352;no
no;-4.213;-0.786247;0.000884;no
no;-3.04324;-1.61875;-0.308093;yes
no;-3.49695;-1.52498;-0.239019;no
no;-2.39242;-1.19108;-0.297507;no
yes;-5.19472;0.754495;0.241323;no
no;-6.26814;1.62642;0.299829;no
no;-1.18754;0.608262;0.003602;no
no;-4.34393;-0.585866;0.001134;no
no;-3.04367;-1.6412;-0.305859;yes
no;-3.50524;-1.54126;-0.231955;no
no;-2.38985;-1.20466;-0.299999;no
yes;-5.13647;0.678575;0.234053;no
no;-6.2236;1.64617;0.302029;no
no;-1.16399;0.652511;0.003357;no
no;-4.31885;-0.632357;0.000889;no
no;-3.05045;-1.60917;-0.303588;yes
no;-3.52394;-1.49919;-0.224058;no
no;-2.39135;-1.18205;-0.301953;no
yes;-5.08752;0.592041;0.226845;no
no;-6.18855;1.60864;0.303939;no
no;-1.14704;0.664423;0.003506;no
no;-4.30319;-0.642919;0.001151;no
no;-3.18872;-1.53246;-0.303135;yes
no;-3.68501;-1.31317;-0.217751;no
no;-2.5337;-1.25932;-0.302845;no
yes;-5.19323;0.709586;0.220412;no
no;-6.31515;1.53338;0.304655;no
no;-1.28171;0.437347;0.003234;no
no;-4.43651;-0.417898;0.000991;no
no;-3.23218;-1.47408;-0.301695;yes
no;-3.74709;-1.21701;-0.210043;no
no;-2.57484;-1.24873;-0.304009;no
yes;-5.19353;0.685;0.213499;no
no;-6.33249;1.47835;0.305841;no
no;-1.31088;0.380401;0.003404;no
no;-4.46709;-0.359455;0.001273;no
no;-3.21099;-1.4838;-0.299652;yes
no;-3.73848;-1.23019;-0.202399;no
no;-2.5562;-1.23972;-0.306059;no
yes;-5.12095;0.590919;0.205585;no
no;-6.27338;1.48731;0.307596;no
no;-1.27201;0.437824;0.003088;no
no;-4.4266;-0.419314;0.00107;no
no;-3.19565;-1.49586;-0.297478;yes
no;-3.73758;-1.23978;-0.194029;no
no;-2.54279;-1.23741;-0.307937;no
yes;-5.05674;0.505714;0.198139;no
no;-6.21769;1.49484;0.30942;no
no;-4.40337;-0.455595;0.004588;no
no;-1.23713;0.490626;0.003299;no
no;-3.18744;-1.50429;-0.22159;yes
no;-3.7427;-1.24191;-0.139706;no
no;-2.54138;-1.24267;-0.232427;no
yes;-4.99954;0.42649;0.142461;no
no;-6.17132;1.49646;0.233317;no
no;-4.3756;-0.497633;0.002778;no
no;-1.21323;0.527053;0.002208;no
no;-3.19241;-1.5212;-0.22011;yes
no;-3.76302;-1.23841;-0.133567;no
no;-2.55405;-1.26774;-0.233766;no
yes;-4.96077;0.374448;0.137002;no
no;-6.13683;1.50688;0.234584;no
no;-4.36601;-0.517111;0.003066;no
no;-1.20184;0.549318;0.002352;no
no;-5.7069;1.27716;0.234996;yes
no;-3.77907;-1.22401;-0.127798;no
no;-2.56699;-1.27856;-0.235078;no
yes;-4.91739;0.310072;0.130876;no
no;-6.10089;1.49793;0.235703;no
no;-4.35111;-0.538389;0.002519;no
no;-1.19029;0.565693;0.002097;no
yes;-4.48294;-0.12057;-0.15991;yes
yes;-1.19015;0.196944;0.157259;no
no;-1.03066;0.27261;0.150577;no
no;-4.69861;-0.007306;-0.157379;no
no;-4.85552;0.075614;-0.150935;no
no;-6.069;0.517993;-0.003043;no
no;-2.9739;-0.522671;-0.004396;no
no;-4.95163;0.06433;-0.15955;yes
yes;-1.54693;0.006478;0.15719;no
no;-1.38573;0.049954;0.150358;no
no;-5.06028;0.092548;-0.157304;no
no;-5.21883;0.131682;-0.15071;no
no;-6.42817;0.268624;-0.003033;no
no;-3.33338;-0.266495;-0.004454;no
no;-2.97241;-1.01676;0.154969;yes
yes;-3.0345;-1.02557;0.157141;no
no;-2.87364;-0.994675;0.150287;no
no;-6.55281;0.994217;-0.157206;no
no;-6.71234;0.937946;-0.150477;no
no;-7.92678;-0.075028;-0.001526;no
no;-4.80862;0.099106;-0.002223;no
no;-2.67716;-0.833028;0.151867;yes
yes;-2.80654;-0.879909;0.157097;no
no;-2.64293;-0.818259;0.150055;no
no;-6.32562;0.930881;-0.157226;no
no;-6.48651;0.912527;-0.150441;no
no;-7.69074;0.151423;-0.003053;no
no;-4.5958;-0.108386;-0.00441;no
no;-2.69891;-0.513153;0.158123;yes
yes;-2.65997;-0.503293;0.157051;no
no;-2.49381;-0.452853;0.149828;no
no;-6.18197;0.564988;-0.157184;no
no;-6.34533;0.566799;-0.150228;no
no;-7.5455;0.172421;-0.003083;no
no;-4.45083;-0.146853;-0.004424;no
no;-4.56946;-0.019325;-0.146867;yes
yes;-1.64142;-0.009573;0.156987;no
no;-1.47223;0.013351;0.149538;no
no;-5.16748;0.059631;-0.157125;no
no;-5.33377;0.078978;-0.149957;no
no;-6.52886;0.131591;-0.003111;no
no;-3.43444;-0.129889;-0.004436;no
no;-3.04491;-0.39632;-0.15588;yes
yes;0.066374;0.397303;0.156902;no
no;0.238721;0.386887;0.149201;no
no;-3.46497;-0.37754;-0.157047;no
no;-3.6343;-0.350817;-0.149641;no
no;-4.82361;0.044195;-0.003139;no
no;-1.72949;-0.062923;-0.004455;no
no;-2.68234;-0.722535;-0.184572;yes
yes;-0.026087;0.805782;0.233358;no
no;0.149044;0.79712;0.221633;no
no;-3.56122;-0.736124;-0.233469;no
no;-3.73479;-0.668347;-0.221973;no
no;-4.92659;0.171343;-0.002344;no
no;-1.8087;-0.189961;-0.003297;no
no;-3.17933;-0.99748;-0.226429;yes
yes;-0.150559;0.986899;0.233244;no
no;0.028738;0.997779;0.221057;no
no;-3.68798;-0.852864;-0.233475;no
no;-3.86402;-0.748849;-0.221772;no
no;-5.04326;0.324275;-0.004776;no
no;-1.94967;-0.369204;-0.006648;no
no;-3.14987;-0.942768;-0.150624;yes
yes;-0.149868;0.932232;0.156734;no
no;0.032168;0.942312;0.148319;no
no;-3.69208;-0.803521;-0.156874;no
no;-3.87073;-0.703093;-0.148781;no
no;-5.04475;0.307612;-0.003202;no
no;-1.95179;-0.350574;-0.004578;no
no;-3.12784;-1.0616;-0.074405;yes
yes;-0.158149;1.04845;0.078337;no
no;0.027326;1.0613;0.073999;no
no;-3.70398;-0.89818;-0.078409;no
no;-3.88595;-0.780904;-0.074241;no
no;-5.05473;0.356405;-0.001615;no
no;-1.96196;-0.404784;-0.00229;no
no;-3.00266;-0.888399;-0.146779;yes
yes;-0.063151;0.895254;0.156576;no
no;0.124897;0.890055;0.147658;no
no;-3.6141;-0.798752;-0.15675;no
no;-3.79858;-0.710311;-0.148202;no
no;-4.96242;0.221958;-0.003275;no
no;-1.8694;-0.263898;-0.004496;no
no;-2.76918;-0.746483;-0.113771;yes
yes;-0.200642;0.785342;0.156596;no
no;-0.011679;0.801365;0.147639;no
no;-3.75573;-0.654979;-0.156596;no
no;-3.94469;-0.556572;-0.147639;no
no;-5.11978;0.317532;0;no
no;-1.97818;-0.317532;0;no
no;-2.89401;-0.791121;-0.106104;yes
yes;-0.388938;0.755057;0.156513;no
no;-0.195843;0.800404;0.147225;no
no;-3.94629;-0.565759;-0.156605;no
no;-4.13748;-0.443705;-0.147517;no
no;-5.30019;0.452499;-0.001667;no
no;-2.18313;-0.469018;-0.002258;no
no;-3.5356;-0.505912;-0.11706;yes
yes;-0.932106;0.326623;0.156421;no
no;-0.736519;0.405886;0.146894;no
no;-4.49238;-0.119574;-0.156599;no
no;-4.68407;-0.015516;-0.147476;no
no;-5.83559;0.493922;-0.003348;no
no;-2.74367;-0.505085;-0.004597;no
no;-3.81935;-0.325844;-0.076756;yes
yes;-1.53398;0.015397;0.156346;no
no;-1.33662;0.097064;0.14664;no
no;-5.09856;0.15755;-0.15653;no
no;-5.29196;0.229086;-0.147239;no
no;-6.43963;0.413186;-0.003357;no
no;-3.34782;-0.409431;-0.004609;no
no;-4.49779;-0.069592;0.002239;yes
yes;-2.7225;-0.29851;0.1562;no
no;-2.52368;-0.266364;0.146272;no
no;-6.29542;0.326767;-0.156393;no
no;-6.49021;0.319813;-0.146893;no
no;-7.63248;0.071795;-0.003344;no
no;-4.54068;-0.055839;-0.004622;no
no;-3.71757;-0.372098;0.19409;yes
yes;-2.88019;-0.428609;0.232263;no
no;-2.68012;-0.397272;0.217301;no
no;-6.45933;0.436816;-0.232404;no
no;-6.65735;0.412984;-0.217763;no
no;-7.80235;0.022899;-0.00247;no
no;-4.68569;-0.011844;-0.003465;no
no;-3.56686;-0.526358;0.205127;yes
yes;-2.81231;-0.546781;0.232131;no
no;-2.6098;-0.498027;0.216816;no
no;-6.39607;0.574148;-0.232296;no
no;-6.59647;0.549701;-0.217331;no
no;-7.73673;0.067594;-0.00253;no
no;-4.62022;-0.05318;-0.00344;no
no;-3.91423;-0.416021;0.157769;yes
yes;-2.84076;-0.554883;0.231884;no
no;-2.63427;-0.507799;0.21596;no
no;-6.43117;0.574624;-0.232192;no
no;-6.63333;0.545722;-0.216965;no
no;-7.75946;0.054833;-0.005001;no
no;-4.66824;-0.02564;-0.006987;no
no;-4.18438;-0.252828;0.107666;yes
yes;-3.11994;-0.50171;0.155726;no
no;-2.9102;-0.488453;0.144661;no
no;-6.71898;0.454924;-0.155946;no
no;-6.92427;0.40219;-0.145373;no
no;-8.04302;-0.094302;-0.00337;no
no;-4.95193;0.119063;-0.004709;no
no;-3.96701;-0.34229;0.110989;yes
yes;-2.92787;-0.493184;0.15561;no
no;-2.71486;-0.459409;0.14422;no
no;-6.53298;0.489002;-0.155841;no
no;-6.7414;0.452607;-0.144965;no
no;-7.85393;2.60E-05;-0.003397;no
no;-4.76313;0.025595;-0.004729;no
no;-3.88823;-0.250364;0.199236;yes
yes;-3.07191;-0.340279;0.231326;no
no;-2.85601;-0.32729;0.21396;no
no;-6.68518;0.313914;-0.23151;no
no;-6.89869;0.278508;-0.21455;no
no;-8.01103;-0.053349;-0.002561;no
no;-4.89512;0.061986;-0.003553;no
no;-3.57455;-0.414897;0.204546;yes
yes;-2.79712;-0.43022;0.231143;no
no;-2.57824;-0.386441;0.213306;no
no;-6.41716;0.452975;-0.231315;no
no;-6.63358;0.429297;-0.213884;no
no;-7.73966;0.052139;-0.002522;no
no;-4.62375;-0.04046;-0.003591;no
no;-4.06874;-0.17526;0.149717;yes
yes;-2.93105;-0.285592;0.23077;no
no;-2.70663;-0.264848;0.212023;no
no;-6.56;0.280923;-0.231177;no
no;-6.77937;0.256823;-0.213318;no
no;-7.86907;-0.004407;-0.005137;no
no;-4.77884;0.019391;-0.007085;no
no;-3.90164;-0.167268;0.095304;yes
yes;-2.71737;-0.21032;0.154969;no
no;-2.48878;-0.183323;0.141914;no
no;-6.35496;0.230182;-0.155246;no
no;-6.57832;0.220799;-0.142811;no
no;-7.65966;0.044564;-0.003461;no
no;-4.56984;-0.032785;-0.004823;no
no;-3.74339;-0.291382;0.106789;yes
yes;-2.6475;-0.311205;0.154797;no
no;-2.4156;-0.264349;0.141348;no
no;-6.29372;0.353462;-0.155077;no
no;-6.52023;0.343596;-0.142267;no
no;-7.5941;0.090831;-0.003457;no
no;-4.50464;-0.07291;-0.004882;no
no;-3.18652;-0.509735;0.197215;yes
yes;-2.33555;-0.353278;0.230202;no
no;-2.10112;-0.25809;0.209864;no
no;-5.98679;0.488001;-0.230438;no
no;-6.21848;0.509182;-0.210609;no
no;-7.29379;0.271121;-0.002605;no
no;-4.17807;-0.259847;-0.003553;no
no;-3.41364;-0.533856;0.204841;yes
yes;-2.61735;-0.479807;0.229882;no
no;-2.37975;-0.401029;0.208912;no
no;-6.27888;0.554234;-0.230135;no
no;-6.51365;0.539585;-0.209701;no
no;-7.58071;0.149577;-0.002633;no
no;-4.4653;-0.13556;-0.003596;no
no;-3.59757;-0.446456;0.195001;yes
yes;-2.71714;-0.453136;0.229394;no
no;-2.47398;-0.3905;0.20737;no
no;-6.38981;0.494436;-0.229931;no
no;-6.62719;0.468127;-0.209028;no
no;-7.67731;0.087394;-0.005248;no
no;-4.58787;-0.06176;-0.007161;no
no;-3.57018;-0.469844;0.180958;yes
yes;-2.58847;-0.439541;0.229083;no
no;-2.34097;-0.359666;0.206286;no
no;-6.27051;0.516525;-0.229651;no
no;-6.51206;0.503095;-0.208033;no
no;-7.5534;0.152943;-0.005274;no
no;-4.4641;-0.126945;-0.00717;no
no;-3.80798;-0.370167;0.186222;yes
yes;-2.85395;-0.451567;0.22862;no
no;-2.60243;-0.404111;0.204956;no
no;-6.55004;0.454248;-0.229211;no
no;-6.79543;0.41047;-0.20677;no
no;-7.82606;0.013145;-0.00525;no
no;-4.737;0.011591;-0.007252;no
no;-3.51874;-0.402794;0.204835;yes
yes;-2.69673;-0.391076;0.228223;no
no;-2.44035;-0.331014;0.203636;no
no;-6.40423;0.430073;-0.228857;no
no;-6.65431;0.403748;-0.205562;no
no;-7.67465;0.07728;-0.005281;no
no;-4.58579;-0.054702;-0.007268;no
no;-3.54752;-0.332347;0.193059;yes
yes;-2.63121;-0.315641;0.227957;no
no;-2.37132;-0.25963;0.202717;no
no;-6.35119;0.360907;-0.228288;no
no;-6.60781;0.342849;-0.203725;no
no;-7.62409;0.08243;-0.00265;no
no;-4.50912;-0.073027;-0.003685;no
no;-3.72241;-0.328532;0.166007;yes
yes;-2.61922;-0.340565;0.227073;no
no;-2.35152;-0.276571;0.200123;no
no;-6.35376;0.391995;-0.228159;no
no;-6.61151;0.371983;-0.203351;no
no;-7.60253;0.097775;-0.007938;no
no;-4.54026;-0.067311;-0.010935;no
no;-3.55693;-0.414445;0.125316;yes
yes;-2.5775;-0.382781;0.152453;no
no;-2.30685;-0.304101;0.133917;no
